date,vehicle_total
2003-04-25,593295
2003-04-26,393634
2003-04-27,356084
2003-04-28,594180
2003-04-29,605036
2003-04-30,638210
2003-05-01,319133
2003-05-02,523976
2003-05-03,394085
2003-05-04,399598
2003-05-05,593229
2003-05-06,592929
2003-05-07,611636
2003-05-08,608689
2003-05-09,624648
2003-05-10,427357
2003-05-11,422282
2003-05-12,590988
2003-05-13,593062
2003-05-14,612216
2003-05-15,614245
2003-05-16,636843
2003-05-17,419490
2003-05-18,384485
2003-05-19,591208
2003-05-20,599808
2003-05-21,601601
2003-05-22,602781
2003-05-23,635233
2003-05-24,416591
2003-05-25,384626
2003-05-26,590293
2003-05-27,595814
2003-05-28,639449
2003-05-29,356760
2003-05-30,487313
2003-05-31,376122
2003-06-01,394491
2003-06-02,582364
2003-06-03,582521
2003-06-04,588523
2003-06-05,600033
2003-06-06,628048
2003-06-07,397914
2003-06-08,324293
2003-06-09,364281
2003-06-10,592050
2003-06-11,592605
2003-06-12,599020
2003-06-13,617265
2003-06-14,415577
2003-06-15,382348
2003-06-16,597285
2003-06-17,594217
2003-06-18,631826
2003-06-19,341750
2003-06-20,534781
2003-06-21,399533
2003-06-22,384188
2003-06-23,582031
2003-06-24,588715
2003-06-25,601867
2003-06-26,605046
2003-06-27,628188
2003-06-28,423351
2003-06-29,394454
2003-06-30,589778
2003-07-01,593750
2003-07-02,601774
2003-07-03,606686
2003-07-04,629503
2003-07-05,419160
2003-07-06,387218
2003-07-07,587268
2003-07-08,591442
2003-07-09,602620
2003-07-10,610704
2003-07-11,623913
2003-07-12,434768
2003-07-13,416561
2003-07-14,610054
2003-07-15,600505
2003-07-16,596303
2003-07-17,609249
2003-07-18,635437
2003-07-19,428146
2003-07-20,375756
2003-07-21,582274
2003-07-22,589686
2003-07-23,605222
2003-07-24,609057
2003-07-25,629460
2003-07-26,423868
2003-07-27,385019
2003-07-28,602413
2003-07-29,608337
2003-07-30,617936
2003-07-31,628242
2003-08-01,625303
2003-08-02,428982
2003-08-03,394068
2003-08-04,577711
2003-08-05,576395
2003-08-06,564525
2003-08-07,567319
2003-08-08,575312
2003-08-09,371325
2003-08-10,348533
2003-08-11,536873
2003-08-12,539102
2003-08-13,548003
2003-08-14,566159
2003-08-15,582060
2003-08-16,396692
2003-08-17,372833
2003-08-18,539757
2003-08-19,549018
2003-08-20,566612
2003-08-21,568544
2003-08-22,579446
2003-08-23,393862
2003-08-24,362944
2003-08-25,546789
2003-08-26,558527
2003-08-27,571054
2003-08-28,571919
2003-08-29,582404
2003-08-30,412489
2003-08-31,383474
2003-09-01,551106
2003-09-02,557253
2003-09-03,569063
2003-09-04,577889
2003-09-05,592489
2003-09-06,413929
2003-09-07,396149
2003-09-08,554603
2003-09-09,572415
2003-09-10,574863
2003-09-11,594076
2003-09-12,615449
2003-09-13,446996
2003-09-14,397934
2003-09-15,584686
2003-09-16,583363
2003-09-17,605031
2003-09-18,606618
2003-09-19,626331
2003-09-20,445025
2003-09-21,412900
2003-09-22,580052
2003-09-23,578509
2003-09-24,596502
2003-09-25,603741
2003-09-26,624907
2003-09-27,431831
2003-09-28,382382
2003-09-29,585686
2003-09-30,598949
2003-10-01,597454
2003-10-02,633923
2003-10-03,364874
2003-10-04,394893
2003-10-05,384352
2003-10-06,581476
2003-10-07,583817
2003-10-08,594102
2003-10-09,603003
2003-10-10,624629
2003-10-11,431699
2003-10-12,400223
2003-10-13,600769
2003-10-14,605410
2003-10-15,620833
2003-10-16,623522
2003-10-17,646804
2003-10-18,445637
2003-10-19,389120
2003-10-20,582120
2003-10-21,569851
2003-10-22,586172
2003-10-23,593032
2003-10-24,597368
2003-10-25,404992
2003-10-26,359453
2003-10-27,568986
2003-10-28,587005
2003-10-29,600253
2003-10-30,598103
2003-10-31,611766
2003-11-01,376765
2003-11-02,369350
2003-11-03,587774
2003-11-04,595457
2003-11-05,609759
2003-11-06,612046
2003-11-07,628750
2003-11-08,429965
2003-11-09,377735
2003-11-10,587873
2003-11-11,590737
2003-11-12,606199
2003-11-13,607867
2003-11-14,634432
2003-11-15,422440
2003-11-16,345459
2003-11-17,593824
2003-11-18,594772
2003-11-19,613189
2003-11-20,622531
2003-11-21,641186
2003-11-22,440081
2003-11-23,347247
2003-11-24,591339
2003-11-25,594940
2003-11-26,611665
2003-11-27,611966
2003-11-28,634012
2003-11-29,452718
2003-11-30,383534
2003-12-01,595646
2003-12-02,608662
2003-12-03,615514
2003-12-04,616505
2003-12-05,632468
2003-12-06,435560
2003-12-07,392524
2003-12-08,593104
2003-12-09,605298
2003-12-10,611929
2003-12-11,603399
2003-12-12,626520
2003-12-13,408774
2003-12-14,345545
2003-12-15,584409
2003-12-16,599683
2003-12-17,611413
2003-12-18,611869
2003-12-19,620007
2003-12-20,392871
2003-12-21,293365
2003-12-22,492534
2003-12-23,436595
2003-12-24,267721
2003-12-25,285811
2003-12-26,314210
2003-12-27,335382
2003-12-28,276708
2003-12-29,409619
2003-12-30,407047
2003-12-31,243929
2004-01-01,194124
2004-01-02,390790
2004-01-03,327906
2004-01-04,237871
2004-01-05,488681
2004-01-06,508895
2004-01-07,528720
2004-01-08,538349
2004-01-09,560308
2004-01-10,359445
2004-01-11,286449
2004-01-12,544343
2004-01-13,547311
2004-01-14,565791
2004-01-15,574384
2004-01-16,585086
2004-01-17,395065
2004-01-18,343881
2004-01-19,533777
2004-01-20,571286
2004-01-21,588536
2004-01-22,589508
2004-01-23,611025
2004-01-24,394317
2004-01-25,334388
2004-01-26,559442
2004-01-27,556120
2004-01-28,529406
2004-01-29,454657
2004-01-30,561632
2004-01-31,384604
2004-02-01,343235
2004-02-02,562293
2004-02-03,567578
2004-02-04,574476
2004-02-05,568529
2004-02-06,595150
2004-02-07,388499
2004-02-08,297303
2004-02-09,545965
2004-02-10,564672
2004-02-11,569121
2004-02-12,575949
2004-02-13,594270
2004-02-14,397045
2004-02-15,341449
2004-02-16,557444
2004-02-17,574347
2004-02-18,580539
2004-02-19,522498
2004-02-20,558542
2004-02-21,360954
2004-02-22,286888
2004-02-23,328414
2004-02-24,524517
2004-02-25,539694
2004-02-26,552321
2004-02-27,531695
2004-02-28,325747
2004-02-29,302926
2004-03-01,545629
2004-03-02,560187
2004-03-03,580571
2004-03-04,579838
2004-03-05,607820
2004-03-06,407363
2004-03-07,349621
2004-03-08,564878
2004-03-09,566877
2004-03-10,571499
2004-03-11,587669
2004-03-12,606783
2004-03-13,418758
2004-03-14,377922
2004-03-15,570249
2004-03-16,584070
2004-03-17,599706
2004-03-18,599270
2004-03-19,614009
2004-03-20,424825
2004-03-21,354810
2004-03-22,566135
2004-03-23,578232
2004-03-24,589598
2004-03-25,592261
2004-03-26,614066
2004-03-27,456400
2004-03-28,398507
2004-03-29,581834
2004-03-30,593321
2004-03-31,611337
2004-04-01,613773
2004-04-02,631192
2004-04-03,429046
2004-04-04,352299
2004-04-05,555586
2004-04-06,558283
2004-04-07,560721
2004-04-08,586108
2004-04-09,310279
2004-04-10,339801
2004-04-11,327780
2004-04-12,371898
2004-04-13,556971
2004-04-14,570460
2004-04-15,579184
2004-04-16,590625
2004-04-17,419438
2004-04-18,358316
2004-04-19,580418
2004-04-20,599488
2004-04-21,606948
2004-04-22,609622
2004-04-23,625587
2004-04-24,436958
2004-04-25,381356
2004-04-26,583008
2004-04-27,598557
2004-04-28,602966
2004-04-29,625756
2004-04-30,644721
2004-05-01,361059
2004-05-02,386915
2004-05-03,594228
2004-05-04,604131
2004-05-05,620112
2004-05-06,612877
2004-05-07,613214
2004-05-08,444918
2004-05-09,406212
2004-05-10,596517
2004-05-11,598305
2004-05-12,603869
2004-05-13,601201
2004-05-14,627614
2004-05-15,440249
2004-05-16,393073
2004-05-17,595467
2004-05-18,613426
2004-05-19,649768
2004-05-20,355619
2004-05-21,508910
2004-05-22,396060
2004-05-23,379109
2004-05-24,586315
2004-05-25,592184
2004-05-26,610790
2004-05-27,618514
2004-05-28,627415
2004-05-29,421300
2004-05-30,356922
2004-05-31,348198
2004-06-01,599099
2004-06-02,598993
2004-06-03,612249
2004-06-04,627597
2004-06-05,438679
2004-06-06,381390
2004-06-07,590685
2004-06-08,595565
2004-06-09,626376
2004-06-10,337082
2004-06-11,521992
2004-06-12,388829
2004-06-13,366497
2004-06-14,577064
2004-06-15,582074
2004-06-16,590348
2004-06-17,600455
2004-06-18,627077
2004-06-19,414347
2004-06-20,378838
2004-06-21,582181
2004-06-22,590352
2004-06-23,587341
2004-06-24,598793
2004-06-25,620556
2004-06-26,428145
2004-06-27,406410
2004-06-28,588947
2004-06-29,591217
2004-06-30,607634
2004-07-01,609022
2004-07-02,624079
2004-07-03,433133
2004-07-04,379511
2004-07-05,577163
2004-07-06,593249
2004-07-07,597117
2004-07-08,606905
2004-07-09,620665
2004-07-10,431255
2004-07-11,389058
2004-07-12,586140
2004-07-13,596504
2004-07-14,615248
2004-07-15,610425
2004-07-16,638216
2004-07-17,444258
2004-07-18,402844
2004-07-19,605875
2004-07-20,604187
2004-07-21,625156
2004-07-22,630814
2004-07-23,636026
2004-07-24,451680
2004-07-25,393037
2004-07-26,572228
2004-07-27,577960
2004-07-28,587509
2004-07-29,595379
2004-07-30,607976
2004-07-31,435156
2004-08-01,418444
2004-08-02,565550
2004-08-03,571781
2004-08-04,572310
2004-08-05,567467
2004-08-06,579668
2004-08-07,399368
2004-08-08,369633
2004-08-09,541221
2004-08-10,556282
2004-08-11,566866
2004-08-12,570230
2004-08-13,582031
2004-08-14,414569
2004-08-15,375071
2004-08-16,542854
2004-08-17,549462
2004-08-18,557405
2004-08-19,564592
2004-08-20,575655
2004-08-21,395507
2004-08-22,375959
2004-08-23,544562
2004-08-24,552531
2004-08-25,568342
2004-08-26,571298
2004-08-27,579661
2004-08-28,415198
2004-08-29,383668
2004-08-30,576775
2004-08-31,586198
2004-09-01,616456
2004-09-02,620495
2004-09-03,640567
2004-09-04,458131
2004-09-05,418150
2004-09-06,591471
2004-09-07,592983
2004-09-08,600759
2004-09-09,604528
2004-09-10,636224
2004-09-11,429177
2004-09-12,386161
2004-09-13,579992
2004-09-14,588416
2004-09-15,606474
2004-09-16,617081
2004-09-17,633046
2004-09-18,457377
2004-09-19,403892
2004-09-20,579176
2004-09-21,586581
2004-09-22,588440
2004-09-23,594539
2004-09-24,616685
2004-09-25,438849
2004-09-26,391583
2004-09-27,598609
2004-09-28,605719
2004-09-29,611132
2004-09-30,624360
2004-10-01,635915
2004-10-02,449142
2004-10-03,409085
2004-10-04,592407
2004-10-05,595407
2004-10-06,609012
2004-10-07,612326
2004-10-08,637834
2004-10-09,436361
2004-10-10,397022
2004-10-11,594207
2004-10-12,600447
2004-10-13,604647
2004-10-14,616397
2004-10-15,634353
2004-10-16,431752
2004-10-17,376174
2004-10-18,578276
2004-10-19,593487
2004-10-20,598611
2004-10-21,605534
2004-10-22,628355
2004-10-23,436621
2004-10-24,409234
2004-10-25,577624
2004-10-26,597661
2004-10-27,605502
2004-10-28,600589
2004-10-29,621957
2004-10-30,435550
2004-10-31,370809
2004-11-01,354116
2004-11-02,605765
2004-11-03,606894
2004-11-04,604205
2004-11-05,625000
2004-11-06,406106
2004-11-07,361776
2004-11-08,590402
2004-11-09,596481
2004-11-10,547993
2004-11-11,604820
2004-11-12,625541
2004-11-13,420536
2004-11-14,362367
2004-11-15,581937
2004-11-16,597913
2004-11-17,609819
2004-11-18,601445
2004-11-19,609738
2004-11-20,397895
2004-11-21,356547
2004-11-22,588746
2004-11-23,608708
2004-11-24,624231
2004-11-25,639149
2004-11-26,663438
2004-11-27,464363
2004-11-28,386629
2004-11-29,614075
2004-11-30,633137
2004-12-01,628511
2004-12-02,636786
2004-12-03,661985
2004-12-04,454334
2004-12-05,389729
2004-12-06,611633
2004-12-07,622432
2004-12-08,634940
2004-12-09,637637
2004-12-10,648559
2004-12-11,431633
2004-12-12,378236
2004-12-13,613134
2004-12-14,621544
2004-12-15,634491
2004-12-16,625328
2004-12-17,632405
2004-12-18,424503
2004-12-19,357463
2004-12-20,596028
2004-12-21,610427
2004-12-22,576106
2004-12-23,558380
2004-12-24,302176
2004-12-25,315835
2004-12-26,345033
2004-12-27,448705
2004-12-28,376625
2004-12-29,462658
2004-12-30,452072
2004-12-31,263176
2005-01-01,215727
2005-01-02,310727
2005-01-03,495926
2005-01-04,516297
2005-01-05,537581
2005-01-06,551684
2005-01-07,579170
2005-01-08,393054
2005-01-09,341395
2005-01-10,546421
2005-01-11,579104
2005-01-12,590512
2005-01-13,596236
2005-01-14,620272
2005-01-15,424187
2005-01-16,361799
2005-01-17,591711
2005-01-18,574203
2005-01-19,601565
2005-01-20,600124
2005-01-21,632547
2005-01-22,428489
2005-01-23,353792
2005-01-24,544303
2005-01-25,582633
2005-01-26,601235
2005-01-27,591932
2005-01-28,631410
2005-01-29,437425
2005-01-30,358621
2005-01-31,592219
2005-02-01,611715
2005-02-02,612628
2005-02-03,558139
2005-02-04,594020
2005-02-05,373920
2005-02-06,310601
2005-02-07,361135
2005-02-08,559541
2005-02-09,602720
2005-02-10,600720
2005-02-11,628696
2005-02-12,398471
2005-02-13,313254
2005-02-14,580954
2005-02-15,575255
2005-02-16,589381
2005-02-17,602132
2005-02-18,623405
2005-02-19,389528
2005-02-20,327310
2005-02-21,575799
2005-02-22,602283
2005-02-23,587759
2005-02-24,597570
2005-02-25,619431
2005-02-26,404456
2005-02-27,335746
2005-02-28,581978
2005-03-01,595393
2005-03-02,596698
2005-03-03,602420
2005-03-04,639870
2005-03-05,440376
2005-03-06,390265
2005-03-07,583944
2005-03-08,602651
2005-03-09,614414
2005-03-10,633006
2005-03-11,633973
2005-03-12,438953
2005-03-13,382058
2005-03-14,605034
2005-03-15,603292
2005-03-16,634161
2005-03-17,642012
2005-03-18,656033
2005-03-19,446822
2005-03-20,382520
2005-03-21,584310
2005-03-22,597218
2005-03-23,585153
2005-03-24,580330
2005-03-25,320491
2005-03-26,350826
2005-03-27,342307
2005-03-28,363060
2005-03-29,570669
2005-03-30,570683
2005-03-31,582662
2005-04-01,627014
2005-04-02,433205
2005-04-03,389538
2005-04-04,607116
2005-04-05,617877
2005-04-06,626475
2005-04-07,627645
2005-04-08,666786
2005-04-09,431398
2005-04-10,381772
2005-04-11,616168
2005-04-12,620337
2005-04-13,629200
2005-04-14,635609
2005-04-15,666360
2005-04-16,441765
2005-04-17,385339
2005-04-18,619078
2005-04-19,606016
2005-04-20,629280
2005-04-21,635591
2005-04-22,674971
2005-04-23,436172
2005-04-24,393519
2005-04-25,621297
2005-04-26,629134
2005-04-27,637780
2005-04-28,639250
2005-04-29,664101
2005-04-30,446853
2005-05-01,392556
2005-05-02,620491
2005-05-03,633889
2005-05-04,673830
2005-05-05,364803
2005-05-06,560459
2005-05-07,416671
2005-05-08,419137
2005-05-09,610478
2005-05-10,614186
2005-05-11,625830
2005-05-12,631205
2005-05-13,660610
2005-05-14,421406
2005-05-15,342315
2005-05-16,385897
2005-05-17,625164
2005-05-18,631716
2005-05-19,628514
2005-05-20,644111
2005-05-21,438090
2005-05-22,365517
2005-05-23,608368
2005-05-24,621330
2005-05-25,660538
2005-05-26,361766
2005-05-27,549016
2005-05-28,403108
2005-05-29,403198
2005-05-30,604736
2005-05-31,614143
2005-06-01,626713
2005-06-02,622427
2005-06-03,645913
2005-06-04,433247
2005-06-05,378954
2005-06-06,579151
2005-06-07,587795
2005-06-08,604734
2005-06-09,609113
2005-06-10,634078
2005-06-11,445041
2005-06-12,388859
2005-06-13,597505
2005-06-14,596777
2005-06-15,606150
2005-06-16,605040
2005-06-17,623796
2005-06-18,435149
2005-06-19,377928
2005-06-20,575191
2005-06-21,584927
2005-06-22,605931
2005-06-23,612873
2005-06-24,636628
2005-06-25,426445
2005-06-26,394471
2005-06-27,602183
2005-06-28,618998
2005-06-29,596875
2005-06-30,594818
2005-07-01,617995
2005-07-02,423598
2005-07-03,382344
2005-07-04,569740
2005-07-05,589583
2005-07-06,597234
2005-07-07,601737
2005-07-08,600666
2005-07-09,410729
2005-07-10,373942
2005-07-11,548981
2005-07-12,560523
2005-07-13,567860
2005-07-14,576519
2005-07-15,589897
2005-07-16,421323
2005-07-17,406527
2005-07-18,553009
2005-07-19,556801
2005-07-20,566830
2005-07-21,573008
2005-07-22,595033
2005-07-23,428760
2005-07-24,390711
2005-07-25,544129
2005-07-26,561853
2005-07-27,553365
2005-07-28,568463
2005-07-29,577569
2005-07-30,406038
2005-07-31,352190
2005-08-01,540639
2005-08-02,555344
2005-08-03,558436
2005-08-04,566444
2005-08-05,578404
2005-08-06,402004
2005-08-07,368382
2005-08-08,545311
2005-08-09,561212
2005-08-10,579304
2005-08-11,578795
2005-08-12,589767
2005-08-13,422286
2005-08-14,351707
2005-08-15,561096
2005-08-16,569894
2005-08-17,591226
2005-08-18,586585
2005-08-19,605980
2005-08-20,421840
2005-08-21,360615
2005-08-22,580066
2005-08-23,577920
2005-08-24,602188
2005-08-25,600530
2005-08-26,630010
2005-08-27,452508
2005-08-28,416162
2005-08-29,586874
2005-08-30,594768
2005-08-31,604114
2005-09-01,597170
2005-09-02,621148
2005-09-03,433707
2005-09-04,398922
2005-09-05,571002
2005-09-06,571436
2005-09-07,580278
2005-09-08,592685
2005-09-09,614468
2005-09-10,424830
2005-09-11,373734
2005-09-12,577714
2005-09-13,591086
2005-09-14,602253
2005-09-15,599270
2005-09-16,625429
2005-09-17,437811
2005-09-18,395092
2005-09-19,585821
2005-09-20,597136
2005-09-21,600990
2005-09-22,603363
2005-09-23,619733
2005-09-24,422846
2005-09-25,372771
2005-09-26,582825
2005-09-27,593910
2005-09-28,613513
2005-09-29,617369
2005-09-30,650839
2005-10-01,430520
2005-10-02,356436
2005-10-03,354379
2005-10-04,587213
2005-10-05,584522
2005-10-06,597419
2005-10-07,611230
2005-10-08,413365
2005-10-09,371881
2005-10-10,574220
2005-10-11,583706
2005-10-12,606911
2005-10-13,606286
2005-10-14,627808
2005-10-15,447353
2005-10-16,393864
2005-10-17,597908
2005-10-18,602298
2005-10-19,598248
2005-10-20,607012
2005-10-21,627652
2005-10-22,407174
2005-10-23,350794
2005-10-24,585433
2005-10-25,597160
2005-10-26,616234
2005-10-27,627485
2005-10-28,656678
2005-10-29,455757
2005-10-30,383407
2005-10-31,531912
2005-11-01,346262
2005-11-02,604249
2005-11-03,605832
2005-11-04,628569
2005-11-05,415355
2005-11-06,374990
2005-11-07,583866
2005-11-08,601967
2005-11-09,609005
2005-11-10,614687
2005-11-11,622000
2005-11-12,423816
2005-11-13,371717
2005-11-14,599763
2005-11-15,600852
2005-11-16,617926
2005-11-17,620400
2005-11-18,648168
2005-11-19,413227
2005-11-20,326704
2005-11-21,578339
2005-11-22,592881
2005-11-23,603570
2005-11-24,600422
2005-11-25,570547
2005-11-26,278675
2005-11-27,271735
2005-11-28,544494
2005-11-29,582884
2005-11-30,608095
2005-12-01,621572
2005-12-02,646319
2005-12-03,452036
2005-12-04,362402
2005-12-05,591928
2005-12-06,609829
2005-12-07,612998
2005-12-08,622152
2005-12-09,634291
2005-12-10,444828
2005-12-11,362163
2005-12-12,594805
2005-12-13,606390
2005-12-14,611195
2005-12-15,618883
2005-12-16,619852
2005-12-17,384347
2005-12-18,322456
2005-12-19,568510
2005-12-20,597343
2005-12-21,601366
2005-12-22,599184
2005-12-23,543025
2005-12-24,283455
2005-12-25,310508
2005-12-26,322619
2005-12-27,404986
2005-12-28,411924
2005-12-29,404260
2005-12-30,407461
2005-12-31,218551
2006-01-01,231073
2006-01-02,467924
2006-01-03,492242
2006-01-04,514117
2006-01-05,523356
2006-01-06,544432
2006-01-07,360651
2006-01-08,305073
2006-01-09,549068
2006-01-10,573543
2006-01-11,574351
2006-01-12,582914
2006-01-13,602726
2006-01-14,389427
2006-01-15,316130
2006-01-16,575111
2006-01-17,567884
2006-01-18,591490
2006-01-19,594623
2006-01-20,636169
2006-01-21,442150
2006-01-22,345769
2006-01-23,586109
2006-01-24,588035
2006-01-25,565462
2006-01-26,565308
2006-01-27,618175
2006-01-28,413508
2006-01-29,346773
2006-01-30,576534
2006-01-31,585867
2006-02-01,588478
2006-02-02,588722
2006-02-03,608191
2006-02-04,383232
2006-02-05,317819
2006-02-06,566246
2006-02-07,583161
2006-02-08,592131
2006-02-09,585486
2006-02-10,608313
2006-02-11,386461
2006-02-12,324091
2006-02-13,577740
2006-02-14,593728
2006-02-15,594412
2006-02-16,597722
2006-02-17,632709
2006-02-18,408572
2006-02-19,341454
2006-02-20,577573
2006-02-21,582369
2006-02-22,600118
2006-02-23,547446
2006-02-24,576424
2006-02-25,375930
2006-02-26,282241
2006-02-27,342491
2006-02-28,526273
2006-03-01,554823
2006-03-02,586324
2006-03-03,604207
2006-03-04,398532
2006-03-05,334574
2006-03-06,578640
2006-03-07,602843
2006-03-08,590712
2006-03-09,596556
2006-03-10,625474
2006-03-11,388433
2006-03-12,328175
2006-03-13,578537
2006-03-14,593412
2006-03-15,608846
2006-03-16,612911
2006-03-17,636326
2006-03-18,443160
2006-03-19,371793
2006-03-20,591038
2006-03-21,608888
2006-03-22,610809
2006-03-23,615090
2006-03-24,631557
2006-03-25,423224
2006-03-26,369318
2006-03-27,596664
2006-03-28,605738
2006-03-29,612718
2006-03-30,613509
2006-03-31,642880
2006-04-01,436935
2006-04-02,364346
2006-04-03,599921
2006-04-04,614564
2006-04-05,619466
2006-04-06,637918
2006-04-07,664224
2006-04-08,437231
2006-04-09,364868
2006-04-10,582115
2006-04-11,587288
2006-04-12,598056
2006-04-13,601834
2006-04-14,312164
2006-04-15,360091
2006-04-16,322214
2006-04-17,359745
2006-04-18,575036
2006-04-19,592328
2006-04-20,595612
2006-04-21,608165
2006-04-22,419835
2006-04-23,366872
2006-04-24,605023
2006-04-25,612747
2006-04-26,619139
2006-04-27,632667
2006-04-28,662592
2006-04-29,428212
2006-04-30,336531
2006-05-01,332816
2006-05-02,609236
2006-05-03,622188
2006-05-04,622812
2006-05-05,643509
2006-05-06,434432
2006-05-07,381385
2006-05-08,594910
2006-05-09,592731
2006-05-10,614843
2006-05-11,621149
2006-05-12,633783
2006-05-13,438695
2006-05-14,413080
2006-05-15,598043
2006-05-16,607325
2006-05-17,619303
2006-05-18,617144
2006-05-19,640038
2006-05-20,417063
2006-05-21,364487
2006-05-22,594283
2006-05-23,608883
2006-05-24,653591
2006-05-25,329507
2006-05-26,519685
2006-05-27,391724
2006-05-28,370288
2006-05-29,585175
2006-05-30,599091
2006-05-31,620272
2006-06-01,628310
2006-06-02,647134
2006-06-03,409748
2006-06-04,352783
2006-06-05,359435
2006-06-06,615250
2006-06-07,620220
2006-06-08,628645
2006-06-09,610526
2006-06-10,416184
2006-06-11,362995
2006-06-12,597513
2006-06-13,599863
2006-06-14,627799
2006-06-15,329058
2006-06-16,555335
2006-06-17,398959
2006-06-18,375513
2006-06-19,603919
2006-06-20,587975
2006-06-21,631137
2006-06-22,635754
2006-06-23,645013
2006-06-24,397537
2006-06-25,353232
2006-06-26,587184
2006-06-27,588613
2006-06-28,606191
2006-06-29,613939
2006-06-30,581459
2006-07-01,402025
2006-07-02,361178
2006-07-03,565998
2006-07-04,550748
2006-07-05,579187
2006-07-06,583152
2006-07-07,603593
2006-07-08,380513
2006-07-09,327069
2006-07-10,567702
2006-07-11,564372
2006-07-12,580455
2006-07-13,585034
2006-07-14,610458
2006-07-15,411781
2006-07-16,365334
2006-07-17,559104
2006-07-18,556566
2006-07-19,562896
2006-07-20,569264
2006-07-21,596668
2006-07-22,405639
2006-07-23,378131
2006-07-24,563254
2006-07-25,562981
2006-07-26,559743
2006-07-27,569405
2006-07-28,594922
2006-07-29,407925
2006-07-30,360605
2006-07-31,572206
2006-08-01,580533
2006-08-02,590129
2006-08-03,613833
2006-08-04,617641
2006-08-05,421079
2006-08-06,384525
2006-08-07,589370
2006-08-08,596541
2006-08-09,608064
2006-08-10,607729
2006-08-11,624882
2006-08-12,419152
2006-08-13,384234
2006-08-14,578102
2006-08-15,589833
2006-08-16,603447
2006-08-17,606572
2006-08-18,629355
2006-08-19,429986
2006-08-20,387212
2006-08-21,582944
2006-08-22,585418
2006-08-23,601229
2006-08-24,609062
2006-08-25,645210
2006-08-26,454720
2006-08-27,422202
2006-08-28,587095
2006-08-29,598692
2006-08-30,613718
2006-08-31,621022
2006-09-01,647483
2006-09-02,464577
2006-09-03,399651
2006-09-04,583033
2006-09-05,585236
2006-09-06,597271
2006-09-07,601370
2006-09-08,626513
2006-09-09,428153
2006-09-10,395487
2006-09-11,579468
2006-09-12,581845
2006-09-13,597895
2006-09-14,611539
2006-09-15,637448
2006-09-16,439534
2006-09-17,398381
2006-09-18,580239
2006-09-19,589364
2006-09-20,608656
2006-09-21,611785
2006-09-22,643400
2006-09-23,444162
2006-09-24,393600
2006-09-25,598134
2006-09-26,609792
2006-09-27,617065
2006-09-28,625162
2006-09-29,655025
2006-09-30,453783
2006-10-01,366250
2006-10-02,508031
2006-10-03,334704
2006-10-04,587400
2006-10-05,581751
2006-10-06,599497
2006-10-07,400783
2006-10-08,371811
2006-10-09,577883
2006-10-10,583343
2006-10-11,603265
2006-10-12,611318
2006-10-13,625072
2006-10-14,426930
2006-10-15,396752
2006-10-16,598708
2006-10-17,602480
2006-10-18,620367
2006-10-19,629125
2006-10-20,653699
2006-10-21,442169
2006-10-22,377748
2006-10-23,605760
2006-10-24,611158
2006-10-25,631211
2006-10-26,633587
2006-10-27,653112
2006-10-28,431483
2006-10-29,369707
